vendor,single_sharpe,best_sharpe,best_config,n_configs_tried,seed,true_ic,kind,rank
vendor_04,0.5475648495069403,0.5744121753442651,smooth1_top25,9,1,0.01,REAL,8
vendor_22,-0.2950355537193494,0.5322497980348969,smooth20_top50,9,1,0.0,fake,9
vendor_19,0.02838489387121704,0.5261346543955691,smooth5_top25,9,1,0.0,fake,10
vendor_28,0.3362658892432336,0.4855141807630496,smooth20_top50,9,1,0.0,fake,11
vendor_10,0.37835882841782154,0.45069622925914676,smooth5_top25,9,1,0.0,fake,12
vendor_03,-0.056649609556613134,0.4497377918195719,smooth5_top50,9,1,0.015,REAL,13
vendor_16,0.39311982484293395,0.4303951175270606,smooth1_top50,9,1,0.0,fake,14
vendor_15,0.26629449983102677,0.4256725671251297,smooth20_top50,9,1,0.0,fake,15
vendor_24,0.3432029962795584,0.358708355949076,smooth1_top25,9,1,0.0,fake,16
vendor_29,-0.5259863073302594,0.28762756315929183,smooth20_top50,9,1,0.0,fake,17
vendor_05,-0.13968160712604621,0.18115209073687194,smooth5_top50,9,1,0.0,fake,18
vendor_13,-0.17409411429158417,0.10224541131412959,smooth5_top50,9,1,0.0,fake,19
vendor_14,-0.11621612488358128,0.06614799947851352,smooth20_top50,9,1,0.0,fake,20
vendor_26,-0.012536735396082842,0.05927018932811466,smooth1_top50,9,1,0.0,fake,21
vendor_20,-0.02394327288055504,0.04964321111997023,smooth1_top25,9,1,0.0,fake,22
vendor_17,-0.14374080472553058,0.027659642880429818,smooth20_all,9,1,0.0,fake,23
vendor_11,-1.2237056478241528,-0.038081513158423064,smooth20_top25,9,1,0.0,fake,24
vendor_08,-0.5323033395349415,-0.12084847434347878,smooth20_top25,9,1,0.0,fake,25
vendor_12,-0.2053489787252209,-0.1657183317368163,smooth1_top25,9,1,0.0,fake,26
vendor_07,-0.28612445784682816,-0.2225372054259481,smooth20_top25,9,1,0.0,fake,27
vendor_06,-0.5420336479968886,-0.2421226597515963,smooth5_top50,9,1,0.0,fake,28
vendor_21,-0.2987795139816531,-0.2987795139816531,smooth1_all,9,1,0.0,fake,29
vendor_23,-1.0370110084001745,-0.3348030903939672,smooth5_top50,9,1,0.0,fake,30
vendor_00,2.2505396657463517,2.312072202151407,smooth1_top25,9,2,0.03,REAL,1
vendor_01,1.486670060024411,1.5577045157234526,smooth5_top50,9,2,0.025,REAL,2
vendor_02,1.0239569189035163,1.5217541029651975,smooth5_all,9,2,0.02,REAL,3
vendor_29,0.646792506829656,0.9640061040697696,smooth5_top25,9,2,0.0,fake,4
vendor_13,0.8596087782586799,0.8946966478944708,smooth1_top25,9,2,0.0,fake,5
vendor_22,0.6306423064976805,0.8842855654913706,smooth5_all,9,2,0.0,fake,6
vendor_04,0.5358126965057264,0.8537288857241097,smooth5_top25,9,2,0.01,REAL,7
vendor_08,0.15461879615165808,0.817939939595415,smooth20_top25,9,2,0.0,fake,8
vendor_18,0.3274614063722813,0.7030286901416182,smooth5_all,9,2,0.0,fake,9
vendor_21,-0.1213513874209604,0.664517764997937,smooth20_top50,9,2,0.0,fake,10
vendor_03,0.2963876021005948,0.6114434079284903,smooth20_top50,9,2,0.015,REAL,11
vendor_15,0.14720112991697984,0.5281812953108227,smooth5_all,9,2,0.0,fake,12
vendor_12,0.3524465741930785,0.5205586240886818,smooth5_all,9,2,0.0,fake,13
vendor_11,-0.5065498491607289,0.501920925105929,smooth5_top25,9,2,0.0,fake,14
vendor_24,0.458753102302411,0.46673468081670344,smooth1_top50,9,2,0.0,fake,15
vendor_27,0.12332683868572593,0.39590097407384234,smooth20_top50,9,2,0.0,fake,16
vendor_09,0.11255605727973331,0.3307158265172102,smooth5_top50,9,2,0.0,fake,17
vendor_05,-0.34933422796165603,0.2837717442590386,smooth20_top25,9,2,0.0,fake,18
vendor_26,-0.339721339674663,0.2202161929744806,smooth5_top25,9,2,0.0,fake,19
vendor_23,0.13282503338593665,0.182674837294717,smooth1_top50,9,2,0.0,fake,20
vendor_25,0.0866827231091405,0.1751854244851285,smooth1_top25,9,2,0.0,fake,21
vendor_06,-0.7397299386870168,0.16952446823718456,smooth20_top50,9,2,0.0,fake,22
vendor_20,-0.0662302392010613,0.04549993579371035,smooth1_top25,9,2,0.0,fake,23
vendor_07,-0.38993740659947485,-0.038186724445141366,smooth20_all,9,2,0.0,fake,24
vendor_17,-0.347977569856643,-0.10172749447966996,smooth20_top50,9,2,0.0,fake,25
vendor_10,-0.75312090347207,-0.21137028678905165,smooth20_top50,9,2,0.0,fake,26
vendor_14,-1.243800930452665,-0.2691746163415718,smooth20_top50,9,2,0.0,fake,27
vendor_19,-0.37674936577928647,-0.3270785074650191,smooth1_top50,9,2,0.0,fake,28
vendor_28,-0.4953018789936063,-0.4953018789936063,smooth1_all,9,2,0.0,fake,29
vendor_16,-0.6284625579692044,-0.5722972341540066,smooth1_top50,9,2,0.0,fake,30
vendor_01,1.5939400083159105,1.615839843820443,smooth1_top25,9,3,0.025,REAL,1
vendor_00,1.470164409131346,1.5687703549733807,smooth20_top25,9,3,0.03,REAL,2
vendor_03,1.1237269246391284,1.1508058241380945,smooth1_top50,9,3,0.015,REAL,3
vendor_02,0.9605292082497685,0.9651441325839454,smooth5_top50,9,3,0.02,REAL,4
vendor_18,-0.21765914124482563,0.8611476570151595,smooth20_top50,9,3,0.0,fake,5
vendor_15,0.4365999330268137,0.8548602849249284,smooth20_top25,9,3,0.0,fake,6
vendor_11,0.7555285376839979,0.7671062516103728,smooth1_top50,9,3,0.0,fake,7
vendor_29,-0.47990066594782604,0.715990888940129,smooth20_top25,9,3,0.0,fake,8
vendor_09,-0.2935484213396834,0.6672068009426025,smooth20_top25,9,3,0.0,fake,9
vendor_16,0.1219147132512105,0.6610835978442964,smooth20_top25,9,3,0.0,fake,10
vendor_28,0.647585217886629,0.647585217886629,smooth1_all,9,3,0.0,fake,11
vendor_06,0.4730421967899032,0.5237230854165914,smooth5_top25,9,3,0.0,fake,12
vendor_24,0.3780101262845596,0.4915134779513439,smooth20_top50,9,3,0.0,fake,13
vendor_17,0.4667637345361421,0.4667637345361421,smooth1_all,9,3,0.0,fake,14
vendor_26,0.2819508231219694,0.32577875018361496,smooth1_top50,9,3,0.0,fake,15
vendor_23,0.2563392751864655,0.3244021319145952,smooth1_top25,9,3,0.0,fake,16
vendor_19,-0.15193978236888298,0.3231150369826,smooth5_top50,9,3,0.0,fake,17
vendor_08,0.21634526976132992,0.283365349392199,smooth1_top25,9,3,0.0,fake,18
vendor_25,-0.16047084771683592,0.26771360206282524,smooth5_all,9,3,0.0,fake,19
vendor_21,0.20119243672452636,0.20119243672452636,smooth1_all,9,3,0.0,fake,20
vendor_04,0.10889032081568391,0.1597155304217127,smooth1_top25,9,3,0.01,REAL,21
vendor_12,-0.09350447476784297,0.021427409848931555,smooth5_top25,9,3,0.0,fake,22
vendor_20,-0.06428072088806104,-0.03626309070308742,smooth1_top25,9,3,0.0,fake,23
vendor_07,-0.3525029627382049,-0.06665555574581633,smooth20_top25,9,3,0.0,fake,24
vendor_05,-0.2705541534865223,-0.08720909244804424,smooth5_top25,9,3,0.0,fake,25
vendor_14,-0.3303844901832006,-0.09411882117310848,smooth20_top25,9,3,0.0,fake,26
vendor_27,-0.16229928594731027,-0.15528419691626827,smooth20_top25,9,3,0.0,fake,27
vendor_13,-0.3175292916702368,-0.23713813171407996,smooth1_top50,9,3,0.0,fake,28
vendor_22,-0.3433043929836611,-0.2400502623249248,smooth5_top25,9,3,0.0,fake,29
vendor_10,-0.32819012008997966,-0.32819012008997966,smooth1_all,9,3,0.0,fake,30
vendor_00,1.517541490871325,1.5736674400717203,smooth1_top25,9,4,0.03,REAL,1
vendor_01,1.5343325723719738,1.5419206733176936,smooth1_top50,9,4,0.025,REAL,2
vendor_02,1.272665740979025,1.437697863586297,smooth5_top25,9,4,0.02,REAL,3
vendor_04,1.2814966654690714,1.3144116892481275,smooth1_top50,9,4,0.01,REAL,4
vendor_15,0.005385908510069273,0.9762776218482103,smooth20_top50,9,4,0.0,fake,5
vendor_03,0.6299628170282614,0.8201851307363833,smooth1_top25,9,4,0.015,REAL,6
vendor_23,0.29526080953876166,0.7466760078053558,smooth5_top50,9,4,0.0,fake,7
vendor_29,0.2718985607911906,0.7158762850091253,smooth5_all,9,4,0.0,fake,8
vendor_05,0.05765802800911824,0.6945773648471021,smooth20_all,9,4,0.0,fake,9
vendor_07,0.6525058648461479,0.6721956177551266,smooth1_top25,9,4,0.0,fake,10
vendor_16,-0.026301327223791575,0.5612136306936923,smooth20_top25,9,4,0.0,fake,11
vendor_22,0.02291105483441827,0.5592943305744907,smooth5_top25,9,4,0.0,fake,12
vendor_06,0.2762097972440425,0.4619256645869523,smooth5_top50,9,4,0.0,fake,13
vendor_25,0.4424150339949861,0.4424150339949861,smooth1_all,9,4,0.0,fake,14
vendor_21,0.27994505097658284,0.3393900626637854,smooth5_top25,9,4,0.0,fake,15
vendor_24,0.3172380366626137,0.3205106788528733,smooth1_top50,9,4,0.0,fake,16
vendor_13,0.2751166279860796,0.28699986709572595,smooth1_top50,9,4,0.0,fake,17
vendor_18,0.22924296992329374,0.2840667154459205,smooth1_top25,9,4,0.0,fake,18
vendor_27,0.22235886504441293,0.279031127296923,smooth1_top50,9,4,0.0,fake,19
vendor_28,-0.039759533751613445,0.2584727626473882,smooth20_top50,9,4,0.0,fake,20
vendor_09,0.20471820748311664,0.24174375758426048,smooth5_all,9,4,0.0,fake,21
vendor_19,0.19949001760745988,0.19949001760745988,smooth1_all,9,4,0.0,fake,22
vendor_08,0.006603160533062811,0.14062855795998971,smooth5_all,9,4,0.0,fake,23
vendor_14,-0.4728376313546956,0.10081789799817951,smooth20_top25,9,4,0.0,fake,24
vendor_17,-0.6756491451109314,0.08666452825069242,smooth5_top50,9,4,0.0,fake,25
vendor_11,0.05653829103407762,0.05653829103407762,smooth1_all,9,4,0.0,fake,26
vendor_20,-0.4136116684807289,0.022223458244957542,smooth20_all,9,4,0.0,fake,27
vendor_10,-0.6362234425827812,-0.015503503329521226,smooth5_top25,9,4,0.0,fake,28
vendor_26,-0.15601855560384703,-0.12137895626478507,smooth1_top50,9,4,0.0,fake,29
vendor_12,-0.3662472923957727,-0.27548770407526746,smooth1_top25,9,4,0.0,fake,30
vendor_01,1.3784767112009535,1.5462489080926618,smooth5_top25,9,5,0.025,REAL,1
vendor_00,1.4766440483228696,1.5200110203696984,smooth5_all,9,5,0.03,REAL,2
vendor_04,0.646499861839724,1.2861803235814844,smooth5_top50,9,5,0.01,REAL,3
vendor_02,0.7987833360448625,1.1404875702683837,smooth5_top25,9,5,0.02,REAL,4
vendor_29,0.3124918812893232,0.8401734919270146,smooth5_top25,9,5,0.0,fake,5
vendor_18,0.731168192863906,0.7489301119418883,smooth1_top25,9,5,0.0,fake,6
vendor_12,-0.17313080640766051,0.7412932574721827,smooth20_all,9,5,0.0,fake,7
vendor_14,0.2752640472485788,0.7041993513994494,smooth5_top25,9,5,0.0,fake,8
vendor_19,0.17047070630245673,0.6098396806526624,smooth5_top25,9,5,0.0,fake,9
vendor_03,0.503990942718108,0.5739235134264207,smooth5_top25,9,5,0.015,REAL,10
vendor_20,0.5647754962263096,0.5729041155964709,smooth1_top50,9,5,0.0,fake,11
vendor_11,0.14488889431881327,0.47893707654101536,smooth20_top50,9,5,0.0,fake,12
vendor_17,0.19442853603037036,0.4586735678414107,smooth20_top25,9,5,0.0,fake,13
vendor_22,0.4300761941115167,0.4300761941115167,smooth1_all,9,5,0.0,fake,14
vendor_21,-0.2104796083409558,0.40901101229196457,smooth20_top25,9,5,0.0,fake,15
vendor_07,-0.07779508928595306,0.3367780042578476,smooth20_top25,9,5,0.0,fake,16
vendor_15,-0.5275829425390807,0.30020182862061445,smooth20_top25,9,5,0.0,fake,17
vendor_05,-0.46734234854643886,0.2934368983549897,smooth20_all,9,5,0.0,fake,18
vendor_27,-0.179131745989431,0.2819662763043102,smooth20_top50,9,5,0.0,fake,19
vendor_25,0.259564558240794,0.2767750912793296,smooth1_top50,9,5,0.0,fake,20
vendor_13,-0.2750431289813655,0.25076724600497974,smooth5_top25,9,5,0.0,fake,21
vendor_10,-0.2884797197943375,0.19074759349434714,smooth20_all,9,5,0.0,fake,22
vendor_09,0.11240426642330002,0.12306959859359062,smooth1_top25,9,5,0.0,fake,23
vendor_06,0.12267552246281437,0.12267552246281437,smooth1_all,9,5,0.0,fake,24
vendor_26,-0.0671841982522159,0.035158468979751445,smooth5_top25,9,5,0.0,fake,25
vendor_16,-0.06799807562334718,-0.007173235185997847,smooth1_top50,9,5,0.0,fake,26
vendor_23,-0.018421349481890437,-0.018421349481890437,smooth1_all,9,5,0.0,fake,27
vendor_24,-0.024239921863691557,-0.024239921863691557,smooth1_all,9,5,0.0,fake,28
vendor_28,-0.2658763769024842,-0.05457608707557669,smooth20_top25,9,5,0.0,fake,29
vendor_08,-0.5725031936183709,-0.11281631369637432,smooth20_top50,9,5,0.0,fake,30
vendor_00,1.2903762051419458,1.3817260343980098,smooth1_top25,9,6,0.03,REAL,1
vendor_01,0.9799419543620607,1.3242943037469825,smooth5_all,9,6,0.025,REAL,2
vendor_02,0.9006533080369684,1.0943707179086908,smooth5_top25,9,6,0.02,REAL,3
vendor_03,0.9764895489131219,1.0303321783011625,smooth1_top50,9,6,0.015,REAL,4
vendor_21,0.09605194347384759,1.0110541848417822,smooth20_top50,9,6,0.0,fake,5
vendor_04,0.8513431352600669,0.9197267604234534,smooth1_top25,9,6,0.01,REAL,6
vendor_20,0.7226349541511965,0.7226349541511965,smooth1_all,9,6,0.0,fake,7
vendor_08,-0.46847547282557817,0.6860129347703129,smooth20_top50,9,6,0.0,fake,8
vendor_18,0.2264781495240977,0.6812153667102292,smooth5_top50,9,6,0.0,fake,9
vendor_05,-0.0994085182668636,0.5782746502887188,smooth5_top25,9,6,0.0,fake,10
vendor_22,0.20202588389290324,0.5279087367761838,smooth5_top25,9,6,0.0,fake,11
vendor_06,0.41929283255535255,0.4892211515779328,smooth1_top25,9,6,0.0,fake,12
vendor_10,0.2759448240723727,0.47331755842710416,smooth20_top25,9,6,0.0,fake,13
vendor_13,0.3511621759843084,0.46628052451113133,smooth20_top50,9,6,0.0,fake,14
vendor_27,0.4325968691524641,0.4325968691524641,smooth1_all,9,6,0.0,fake,15
vendor_29,0.29934247139958,0.4051741651339886,smooth1_top50,9,6,0.0,fake,16
vendor_12,-0.01758878521384267,0.27745533687309687,smooth20_top50,9,6,0.0,fake,17
vendor_25,0.2731716818780284,0.2731716818780284,smooth1_all,9,6,0.0,fake,18
vendor_23,0.0686823794340816,0.23688988460168817,smooth20_all,9,6,0.0,fake,19
vendor_11,-0.011387789616305632,0.22985637943804788,smooth20_top25,9,6,0.0,fake,20
vendor_26,0.05848958783585066,0.2033756311230056,smooth20_all,9,6,0.0,fake,21
vendor_17,-0.39061642876750846,0.19257381176014726,smooth5_all,9,6,0.0,fake,22
vendor_16,0.1201672984301449,0.14255445972216063,smooth1_top25,9,6,0.0,fake,23
vendor_09,0.1383679861772382,0.1383679861772382,smooth1_all,9,6,0.0,fake,24
vendor_14,-0.1383692363534715,0.0801583488726964,smooth20_top50,9,6,0.0,fake,25
vendor_28,-0.01385436728679706,0.062425696381000026,smooth1_top25,9,6,0.0,fake,26
vendor_07,0.0457159032645085,0.04743659334418491,smooth20_top50,9,6,0.0,fake,27
vendor_19,-0.0008122359927626452,0.020437842020363077,smooth1_top25,9,6,0.0,fake,28
vendor_24,-0.5072604630989517,-0.08318273924486526,smooth5_top25,9,6,0.0,fake,29
vendor_15,-0.3018450750416693,-0.15157461367792138,smooth20_top25,9,6,0.0,fake,30
vendor_01,1.8498853289585746,1.905037325121446,smooth5_top50,9,7,0.025,REAL,1
vendor_02,0.9457828334898545,1.591048587810142,smooth5_top25,9,7,0.02,REAL,2
vendor_00,1.4042927657760051,1.4216658504730408,smooth5_top25,9,7,0.03,REAL,3
vendor_24,1.2781705951507758,1.2935155319138885,smooth1_top25,9,7,0.0,fake,4
vendor_03,0.7372477939909896,1.2613301768186802,smooth5_top25,9,7,0.015,REAL,5
vendor_18,0.3261185530465725,1.0281808002904134,smooth5_top50,9,7,0.0,fake,6
vendor_10,0.7673478493411305,0.9008479858305363,smooth5_top25,9,7,0.0,fake,7
vendor_14,0.29903694685633747,0.8631872272443456,smooth20_top50,9,7,0.0,fake,8
vendor_23,0.833458975391886,0.833458975391886,smooth1_all,9,7,0.0,fake,9
vendor_04,0.7704689657731503,0.7704689657731503,smooth1_all,9,7,0.01,REAL,10
vendor_16,0.49561648705024774,0.7581393272038738,smooth5_all,9,7,0.0,fake,11
vendor_29,-0.3220461169302317,0.7449413221972443,smooth20_top50,9,7,0.0,fake,12
vendor_15,0.06361313933937301,0.5857781009525479,smooth20_top25,9,7,0.0,fake,13
vendor_26,0.39091876032095607,0.5633783029589172,smooth5_top50,9,7,0.0,fake,14
vendor_05,0.5088711833507841,0.5162862009793827,smooth1_top50,9,7,0.0,fake,15
vendor_06,-0.27674531574672645,0.5057299097147004,smooth5_top50,9,7,0.0,fake,16
vendor_09,-0.26319240945480415,0.4389107791868453,smooth20_top50,9,7,0.0,fake,17
vendor_08,0.33842485304733466,0.4127156788501637,smooth1_top25,9,7,0.0,fake,18
vendor_25,0.3019300315873977,0.3365353215710579,smooth20_top50,9,7,0.0,fake,19
vendor_28,0.09123698992536525,0.21024467625907983,smooth1_top25,9,7,0.0,fake,20
vendor_27,-0.11276664579044761,0.13824729755747112,smooth5_all,9,7,0.0,fake,21
vendor_07,-0.042361805470628164,0.08710511322804616,smooth20_top50,9,7,0.0,fake,22
vendor_22,0.011070871807770874,0.06276280093029493,smooth1_top50,9,7,0.0,fake,23
vendor_17,-0.01733284944772176,0.03024784923789873,smooth1_top25,9,7,0.0,fake,24
vendor_13,-0.06923396846618025,0.022677733090877488,smooth1_top50,9,7,0.0,fake,25
vendor_12,-0.048040565932234415,0.020905299000490266,smooth1_top25,9,7,0.0,fake,26
vendor_21,-0.20586806591403994,-0.06531312529493231,smooth20_top50,9,7,0.0,fake,27
vendor_20,-0.17302789709586494,-0.06603776934671038,smooth20_top25,9,7,0.0,fake,28
vendor_11,-0.5530343471567698,-0.1741899760937479,smooth20_top50,9,7,0.0,fake,29
vendor_19,-0.44690262419404597,-0.44300735194677304,smooth1_top50,9,7,0.0,fake,30
vendor_03,1.3258329253145402,1.4283970704757412,smooth1_top25,9,8,0.015,REAL,1
vendor_01,0.8932776827720824,1.4272094215959903,smooth20_top50,9,8,0.025,REAL,2
vendor_09,0.8747380180564547,1.3954607075795236,smooth5_top50,9,8,0.0,fake,3
vendor_02,1.3077985442998783,1.3257724193354832,smooth1_top50,9,8,0.02,REAL,4
vendor_00,1.135681629554847,1.2944971466197122,smooth20_top50,9,8,0.03,REAL,5
vendor_04,1.1148162293827044,1.1762236822218304,smooth1_top25,9,8,0.01,REAL,6
vendor_11,0.9536139750609667,1.0125262125417183,smooth1_top25,9,8,0.0,fake,7
vendor_18,-0.5493770553931625,0.9025402657157399,smooth20_all,9,8,0.0,fake,8
vendor_21,0.6947910412585245,0.6947910412585245,smooth1_all,9,8,0.0,fake,9
vendor_26,0.6377863840960831,0.6932184607421519,smooth1_top50,9,8,0.0,fake,10
vendor_05,0.6405810832393334,0.6405810832393334,smooth1_all,9,8,0.0,fake,11
vendor_14,0.5152120177280533,0.5329372607732824,smooth1_top50,9,8,0.0,fake,12
vendor_22,-0.17753204814751908,0.4964766980765306,smooth20_top50,9,8,0.0,fake,13
vendor_16,0.09449604377332145,0.3998609920855123,smooth20_top50,9,8,0.0,fake,14
vendor_20,-0.30949953325147334,0.39055522874190696,smooth20_all,9,8,0.0,fake,15
vendor_10,0.3691348699755763,0.372237337396132,smooth1_top50,9,8,0.0,fake,16
vendor_08,0.28987057830326685,0.36196619201321956,smooth20_top25,9,8,0.0,fake,17
vendor_17,0.14841480092809986,0.30844540067438925,smooth20_top50,9,8,0.0,fake,18
vendor_25,-0.5380937770394287,0.25087586890702507,smooth20_top50,9,8,0.0,fake,19
vendor_23,-0.333186653796404,0.2277370713456212,smooth5_top50,9,8,0.0,fake,20
vendor_12,-0.12145766161959112,0.1553917601811953,smooth20_all,9,8,0.0,fake,21
vendor_15,0.05277703301393947,0.05277703301393947,smooth1_all,9,8,0.0,fake,22
vendor_27,-0.03740943703596683,0.04789004773828667,smooth1_top25,9,8,0.0,fake,23
vendor_06,0.013445662273909809,0.024641180987506492,smooth1_top50,9,8,0.0,fake,24
vendor_13,-0.23222166765124758,-0.0161196398129827,smooth5_top25,9,8,0.0,fake,25
vendor_24,-0.5230543168258773,-0.09730036823279332,smooth20_top50,9,8,0.0,fake,26
vendor_29,-0.35485128852353026,-0.10810034806256642,smooth5_all,9,8,0.0,fake,27
vendor_19,-0.5545170454425754,-0.28041069618230513,smooth5_all,9,8,0.0,fake,28
vendor_28,-0.6139186020902967,-0.3412320088147035,smooth20_all,9,8,0.0,fake,29
vendor_07,-0.46580833471283656,-0.46580833471283656,smooth1_all,9,8,0.0,fake,30
vendor_01,1.8098485025320497,1.8099892079593942,smooth1_top50,9,9,0.025,REAL,1
vendor_02,1.6807422349735388,1.6807422349735388,smooth1_all,9,9,0.02,REAL,2
vendor_00,1.2734365038696431,1.4700953516174298,smooth20_top25,9,9,0.03,REAL,3
vendor_03,0.9164720271295426,0.9164720271295426,smooth1_all,9,9,0.015,REAL,4
vendor_18,0.7030216652475588,0.8446326239792856,smooth1_top25,9,9,0.0,fake,5
vendor_04,0.5796606793610526,0.6556112897977806,smooth1_top50,9,9,0.01,REAL,6
vendor_22,0.6553212657222267,0.6553212657222267,smooth1_all,9,9,0.0,fake,7
vendor_20,-0.23696821519605596,0.6326419188525395,smooth5_top25,9,9,0.0,fake,8
vendor_16,-0.26652498985922773,0.6096694971682747,smooth5_all,9,9,0.0,fake,9
vendor_08,0.5669957910483494,0.5669957910483494,smooth1_all,9,9,0.0,fake,10
vendor_09,0.5473913537851679,0.5573264668306274,smooth1_top25,9,9,0.0,fake,11
vendor_11,-0.2591754903572889,0.533996290186584,smooth5_all,9,9,0.0,fake,12
vendor_06,0.5214523373472064,0.5336673040336339,smooth1_top25,9,9,0.0,fake,13
vendor_13,0.30791492099965606,0.5150349334148152,smooth20_top50,9,9,0.0,fake,14
vendor_23,0.14234328512202732,0.43030159631084747,smooth20_all,9,9,0.0,fake,15
vendor_15,0.40622722958760915,0.40622722958760915,smooth1_all,9,9,0.0,fake,16
vendor_25,0.3090321043555465,0.31344601359599644,smooth1_top25,9,9,0.0,fake,17
vendor_12,-0.6713219736250905,0.3055854233073242,smooth5_top25,9,9,0.0,fake,18
vendor_29,0.3039763743012769,0.3039763743012769,smooth1_all,9,9,0.0,fake,19
vendor_28,0.21770797756344173,0.3016194500443997,smooth5_top25,9,9,0.0,fake,20
vendor_21,0.2759226541870416,0.2759226541870416,smooth1_all,9,9,0.0,fake,21
vendor_10,0.05930406493825272,0.26690168308722884,smooth5_top50,9,9,0.0,fake,22
vendor_26,-0.37096107961646124,0.2668111906245482,smooth20_top50,9,9,0.0,fake,23
vendor_05,-0.1689660523103743,0.19969819712271755,smooth5_top50,9,9,0.0,fake,24
vendor_07,-0.40311727126137736,0.1007655800196389,smooth5_top25,9,9,0.0,fake,25
vendor_27,-0.029384029882547062,0.10032564824102244,smooth1_top25,9,9,0.0,fake,26
vendor_19,0.046047170670308744,0.09196831537730973,smooth1_top25,9,9,0.0,fake,27
vendor_24,0.0032602917593204683,0.06583851498374496,smooth1_top50,9,9,0.0,fake,28
vendor_14,-0.26763967288238816,-0.013953593750293295,smooth20_all,9,9,0.0,fake,29
vendor_17,-0.1920866591706226,-0.1920866591706226,smooth1_all,9,9,0.0,fake,30
vendor_00,1.910228135456222,1.9499270055479379,smooth1_top50,9,10,0.03,REAL,1
vendor_01,1.1588595882908546,1.4110956552233216,smooth5_top50,9,10,0.025,REAL,2
vendor_20,1.1478496739404747,1.3935482335673621,smooth20_top50,9,10,0.0,fake,3
vendor_06,0.21210580454893274,1.1793184096237572,smooth5_all,9,10,0.0,fake,4
vendor_02,0.6931789256940086,1.1218860337581824,smooth5_top25,9,10,0.02,REAL,5
vendor_22,0.8952158028171111,0.9454697087350756,smooth1_top50,9,10,0.0,fake,6
