vendor,single_sharpe,best_sharpe,best_config,n_configs_tried,seed,true_ic,kind,rank
vendor_10,0.3020735890922897,0.5244868206300781,smooth20_top25,9,6,0.0,fake,9
vendor_11,-0.03237167387216661,0.28890525737008266,smooth20_top25,9,6,0.0,fake,10
vendor_09,0.16332025332738848,0.16332025332738848,smooth1_all,9,6,0.0,fake,11
vendor_07,0.10796648243850805,0.10796648243850805,smooth1_all,9,6,0.0,fake,12
vendor_00,1.4614269197905003,1.4976827688182954,smooth1_top50,9,7,0.05,REAL,1
vendor_01,1.4614269197905003,1.4976827688182954,smooth1_top50,9,7,0.04,REAL,2
vendor_02,1.1173501224200992,1.4124910600736715,smooth5_top50,9,7,0.03,REAL,3
vendor_03,1.3243210523494997,1.3959099777143256,smooth5_top50,9,7,0.025,REAL,4
vendor_10,0.7831702154408641,0.8981211423344047,smooth5_top25,9,7,0.0,fake,5
vendor_04,0.5272891952468615,0.5272891952468615,smooth1_all,9,7,0.01,REAL,6
vendor_06,-0.21977475462476964,0.49626839834651,smooth5_top50,9,7,0.0,fake,7
vendor_05,0.4845596999474127,0.4903221353352918,smooth1_top50,9,7,0.0,fake,8
vendor_08,0.31517429908728745,0.39182558224689956,smooth1_top25,9,7,0.0,fake,9
vendor_09,-0.24875392017676945,0.3821873589496827,smooth20_top50,9,7,0.0,fake,10
vendor_07,-0.07033322847483121,-0.043322382394388265,smooth20_top50,9,7,0.0,fake,11
vendor_11,-0.5337277671289365,-0.1208986783578744,smooth20_top50,9,7,0.0,fake,12
vendor_00,2.1725708901956797,2.2011261304373475,smooth1_top25,9,8,0.05,REAL,1
vendor_03,1.5791646411940587,1.703517609856002,smooth1_top25,9,8,0.025,REAL,2
vendor_02,1.6240775480983445,1.6759016333800505,smooth1_top50,9,8,0.03,REAL,3
vendor_01,1.5828896307226874,1.6133781603280737,smooth1_top50,9,8,0.04,REAL,4
vendor_09,0.8409446276019451,1.3424515878449337,smooth5_top50,9,8,0.0,fake,5
vendor_04,1.1534144889065954,1.2338726075259165,smooth1_top25,9,8,0.01,REAL,6
vendor_11,0.9142653743175122,0.9689936792277083,smooth1_top25,9,8,0.0,fake,7
vendor_05,0.6516332258851023,0.6516332258851023,smooth1_all,9,8,0.0,fake,8
vendor_10,0.3677658506221296,0.3677658506221296,smooth1_all,9,8,0.0,fake,9
vendor_08,0.21808569826928886,0.3478555799677794,smooth20_top25,9,8,0.0,fake,10
vendor_06,-0.00043510075051058755,0.010739330274852488,smooth1_top50,9,8,0.0,fake,11
vendor_07,-0.46953125827500913,-0.46953125827500913,smooth1_all,9,8,0.0,fake,12
vendor_02,1.7440696884513296,1.761378286519046,smooth1_top25,9,9,0.03,REAL,1
vendor_00,1.6485514493555737,1.7219283866130297,smooth1_top25,9,9,0.05,REAL,2
vendor_01,1.6485514493555737,1.7219283866130297,smooth1_top25,9,9,0.04,REAL,3
vendor_03,1.3387881281257172,1.3387881281257172,smooth1_all,9,9,0.025,REAL,4
vendor_06,0.5752025230326492,0.5880401081670837,smooth1_top25,9,9,0.0,fake,5
vendor_08,0.5789147778099526,0.5789147778099526,smooth1_all,9,9,0.0,fake,6
vendor_11,-0.27574693516094045,0.5404323336398927,smooth5_all,9,9,0.0,fake,7
vendor_09,0.5225037555694425,0.5338902192634127,smooth1_top25,9,9,0.0,fake,8
vendor_04,0.35310153741776157,0.485407370827137,smooth5_all,9,9,0.01,REAL,9
vendor_10,0.04891138913180921,0.2598706768057762,smooth5_top50,9,9,0.0,fake,10
vendor_05,-0.15827461557639488,0.24385201871319018,smooth5_top50,9,9,0.0,fake,11
vendor_07,-0.3877993062298694,0.10024601516810527,smooth5_top25,9,9,0.0,fake,12
vendor_00,2.3308325528007887,2.3856082611974307,smooth5_all,9,10,0.05,REAL,1
vendor_01,1.6141265810977896,2.1671663933479244,smooth5_top50,9,10,0.04,REAL,2
vendor_03,0.5539905909142306,1.7811041840444448,smooth5_top25,9,10,0.025,REAL,3
vendor_02,0.9271195394729208,1.5637077583668144,smooth5_top25,9,10,0.03,REAL,4
vendor_06,0.15269764189618742,1.1414772489945917,smooth5_all,9,10,0.0,fake,5
vendor_04,0.7590955938686297,1.1271479431305484,smooth20_top50,9,10,0.01,REAL,6
vendor_08,-0.25123994500285124,0.6348497278261439,smooth20_top50,9,10,0.0,fake,7
vendor_05,0.6035976229421338,0.6331510340517535,smooth1_top25,9,10,0.0,fake,8
vendor_09,0.5566626218897112,0.6037138748319675,smooth1_top25,9,10,0.0,fake,9
vendor_10,0.05984625357505513,0.3819718845856607,smooth20_all,9,10,0.0,fake,10
vendor_07,-0.11041813453559066,0.11997368915958315,smooth20_top25,9,10,0.0,fake,11
vendor_11,-0.3112989177784536,-0.11103503932489157,smooth5_top25,9,10,0.0,fake,12
vendor_00,2.011401698060258,2.011401698060258,smooth1_all,9,11,0.05,REAL,1
vendor_01,1.8627048145602272,1.8829927382133451,smooth1_top50,9,11,0.04,REAL,2
vendor_02,1.566820812358705,1.566820812358705,smooth1_all,9,11,0.03,REAL,3
vendor_08,0.8765320941823662,0.9450682696556326,smooth1_top25,9,11,0.0,fake,4
vendor_03,0.8574894349658939,0.9143311419843809,smooth1_top25,9,11,0.025,REAL,5
vendor_04,0.10749328093455261,0.6448467964209467,smooth20_top50,9,11,0.01,REAL,6
vendor_11,0.5536609417722674,0.5861693293629763,smooth1_top25,9,11,0.0,fake,7
vendor_07,0.15242810460668924,0.43100904394132966,smooth20_top25,9,11,0.0,fake,8
vendor_09,0.24085623521484886,0.3202620325384679,smooth5_all,9,11,0.0,fake,9
vendor_06,0.0939224170361738,0.15555341075339318,smooth20_top25,9,11,0.0,fake,10
vendor_05,-0.526276637065045,-0.06734426469930475,smooth5_top50,9,11,0.0,fake,11
vendor_10,-0.7098851529545334,-0.5172471702447581,smooth20_top25,9,11,0.0,fake,12
vendor_01,1.9087535470291808,1.9087535470291808,smooth1_all,9,12,0.04,REAL,1
vendor_00,1.8774703247429312,1.8774703247429312,smooth1_all,9,12,0.05,REAL,2
vendor_02,1.498205813379262,1.498205813379262,smooth1_all,9,12,0.03,REAL,3
vendor_03,1.0066654199129268,1.0066654199129268,smooth1_all,9,12,0.025,REAL,4
vendor_10,0.8257047681735263,0.8456939440102665,smooth1_top25,9,12,0.0,fake,5
vendor_08,0.11180166305866966,0.7640143767380092,smooth20_top50,9,12,0.0,fake,6
vendor_04,0.6177566654981494,0.6931798725744505,smooth1_top25,9,12,0.01,REAL,7
vendor_07,0.6814538363514661,0.6814538363514661,smooth1_all,9,12,0.0,fake,8
vendor_11,0.5153724151065557,0.5419882772574279,smooth1_top25,9,12,0.0,fake,9
vendor_06,0.2876392242821039,0.3297748261638283,smooth1_top50,9,12,0.0,fake,10
vendor_09,-0.27505437411933553,0.3004631042963028,smooth5_top25,9,12,0.0,fake,11
vendor_05,-0.4154208744943986,-0.01603759376735472,smooth5_all,9,12,0.0,fake,12
vendor_03,1.3273593450105348,1.4186076696071481,smooth1_top25,9,13,0.025,REAL,1
vendor_00,1.3318017339100214,1.386609867511818,smooth1_top25,9,13,0.05,REAL,2
vendor_01,1.3318017339100208,1.386609867511818,smooth1_top25,9,13,0.04,REAL,3
vendor_02,1.331801733910021,1.386609867511818,smooth1_top25,9,13,0.03,REAL,4
vendor_04,0.8635440141748394,0.9030796918614952,smooth1_top25,9,13,0.01,REAL,5
vendor_06,0.15222894616762753,0.8537284951638755,smooth20_all,9,13,0.0,fake,6
vendor_11,-0.0663154028348611,0.7052811141278001,smooth20_top25,9,13,0.0,fake,7
vendor_08,0.44239528897032687,0.5975846100680228,smooth20_top25,9,13,0.0,fake,8
vendor_10,0.39802672724028937,0.4826380611672498,smooth1_top25,9,13,0.0,fake,9
vendor_09,0.19890522463241644,0.20271716134962003,smooth1_top25,9,13,0.0,fake,10
vendor_05,-0.3136058052364978,-0.07713726785048038,smooth20_top50,9,13,0.0,fake,11
vendor_07,-0.5606880587667772,-0.2927963173936289,smooth20_top50,9,13,0.0,fake,12
vendor_00,1.6697037435831832,1.7294548460371713,smooth1_top25,9,14,0.05,REAL,1
vendor_01,1.6697037435831832,1.7294548460371713,smooth1_top25,9,14,0.04,REAL,2
vendor_03,0.702443037895377,1.35901290819646,smooth5_top25,9,14,0.025,REAL,3
vendor_02,1.0684866384884335,1.3187754579389575,smooth5_top50,9,14,0.03,REAL,4
vendor_09,0.8468203894790439,1.0691988620378605,smooth5_top25,9,14,0.0,fake,5
vendor_04,0.8682488045413218,1.049001202915434,smooth20_top25,9,14,0.01,REAL,6
vendor_10,1.038280870144684,1.038280870144684,smooth1_all,9,14,0.0,fake,7
vendor_11,-0.3571671486986484,0.3881994212861047,smooth20_all,9,14,0.0,fake,8
vendor_06,-0.34067864471090337,0.2973018756769025,smooth20_top50,9,14,0.0,fake,9
vendor_08,-0.45581842073816825,0.23876041227318662,smooth20_top25,9,14,0.0,fake,10
vendor_05,0.2217155855895735,0.23421437561540087,smooth1_top25,9,14,0.0,fake,11
vendor_07,-0.144745298245383,0.052365701733279674,smooth5_top25,9,14,0.0,fake,12
vendor_00,1.5290461869193614,1.617013612196377,smooth5_top50,9,15,0.05,REAL,1
vendor_01,1.5290461869193614,1.617013612196377,smooth5_top50,9,15,0.04,REAL,2
vendor_04,1.516595877216917,1.516595877216917,smooth1_all,9,15,0.01,REAL,3
vendor_02,1.278572206401894,1.278572206401894,smooth1_all,9,15,0.03,REAL,4
vendor_03,0.7051212860631441,1.0912393025362894,smooth5_top25,9,15,0.025,REAL,5
vendor_06,0.31635107621840236,0.87830560212559,smooth20_top25,9,15,0.0,fake,6
vendor_09,0.6927023394839834,0.6974430745635009,smooth1_top50,9,15,0.0,fake,7
vendor_05,0.09398028653627948,0.40986542415845006,smooth5_top25,9,15,0.0,fake,8
vendor_11,0.0315166573168522,0.26989917307828526,smooth20_top50,9,15,0.0,fake,9
vendor_10,-0.09641089021113428,-0.07640306969853122,smooth1_top50,9,15,0.0,fake,10
vendor_07,-0.26938208007070125,-0.25563324913093644,smooth1_top50,9,15,0.0,fake,11
vendor_08,-0.501710969842409,-0.318574463045535,smooth20_top50,9,15,0.0,fake,12
vendor_00,1.3459870789601696,1.3459870789601696,smooth1_all,9,16,0.05,REAL,1
vendor_02,1.3459870789601696,1.3459870789601696,smooth1_all,9,16,0.03,REAL,2
vendor_01,1.3459870789601691,1.3459870789601691,smooth1_all,9,16,0.04,REAL,3
vendor_03,1.282438484891401,1.282438484891401,smooth1_all,9,16,0.025,REAL,4
vendor_08,0.5028838978519892,0.5028838978519892,smooth1_all,9,16,0.0,fake,5
vendor_04,-0.19102373148994817,0.4196179127155189,smooth20_top50,9,16,0.01,REAL,6
vendor_10,0.26712927552388255,0.26712927552388255,smooth1_all,9,16,0.0,fake,7
vendor_05,-0.3933736535452749,0.21604095463615927,smooth20_all,9,16,0.0,fake,8
vendor_06,0.11125214375577207,0.18845555822570684,smooth1_top25,9,16,0.0,fake,9
vendor_11,-0.056958060756940855,-0.04591517339379457,smooth20_top50,9,16,0.0,fake,10
vendor_09,-0.21180670019467032,-0.2078985238377293,smooth1_top50,9,16,0.0,fake,11
vendor_07,-0.49439273480347495,-0.2958594477926601,smooth5_top50,9,16,0.0,fake,12
vendor_00,1.5134751710879122,1.6095659042357717,smooth5_all,9,17,0.05,REAL,1
vendor_01,1.5134751710879122,1.6095659042357717,smooth5_all,9,17,0.04,REAL,2
vendor_02,1.5134751710879122,1.6095659042357717,smooth5_all,9,17,0.03,REAL,3
vendor_03,1.0441883560707221,1.3369500981640474,smooth5_all,9,17,0.025,REAL,4
vendor_04,0.336103045387651,0.5583609143510202,smooth20_all,9,17,0.01,REAL,5
vendor_08,0.43226544800731176,0.5057723444873914,smooth1_top25,9,17,0.0,fake,6
vendor_06,0.3859941107441399,0.3859941107441399,smooth1_all,9,17,0.0,fake,7
vendor_07,0.32244641558485637,0.3797235237679403,smooth1_top25,9,17,0.0,fake,8
vendor_09,0.05639910627912709,0.18147517380421813,smooth5_top25,9,17,0.0,fake,9
vendor_10,-0.2212753951164306,0.02310576990721418,smooth20_all,9,17,0.0,fake,10
vendor_05,-0.3188751348261374,0.00044742581603069727,smooth5_all,9,17,0.0,fake,11
vendor_11,-0.470966155963322,-0.3692794419324271,smooth1_top25,9,17,0.0,fake,12
vendor_03,1.114761869689673,1.4864330317883427,smooth5_top25,9,18,0.025,REAL,1
vendor_00,1.3892260208005598,1.4109547632422428,smooth1_top50,9,18,0.05,REAL,2
vendor_01,1.3892260208005605,1.4109547632422428,smooth1_top50,9,18,0.04,REAL,3
vendor_02,1.3891242513939956,1.3891242513939956,smooth1_all,9,18,0.03,REAL,4
vendor_04,0.30322191979225266,0.4886617847120834,smooth5_top50,9,18,0.01,REAL,5
vendor_06,0.3199355225473073,0.3595567958018565,smooth1_top25,9,18,0.0,fake,6
vendor_07,0.20135093938974313,0.2930791292080018,smooth5_all,9,18,0.0,fake,7
vendor_09,0.24950263195230232,0.2617701836959451,smooth1_top25,9,18,0.0,fake,8
vendor_05,0.0010372267627173151,0.23149291929552743,smooth20_top25,9,18,0.0,fake,9
vendor_10,-0.5237365119802572,0.1557564414793401,smooth5_top25,9,18,0.0,fake,10
vendor_11,0.1323377899699802,0.1494766653839588,smooth1_top25,9,18,0.0,fake,11
vendor_08,-0.6223435239958486,-0.5297833591570312,smooth20_top50,9,18,0.0,fake,12
vendor_00,2.1800323588034667,2.683810889845773,smooth5_top50,9,19,0.05,REAL,1
vendor_02,1.4119907951692432,2.3531890547186913,smooth20_all,9,19,0.03,REAL,2
vendor_01,1.4301847008925201,2.0797945455993583,smooth5_top25,9,19,0.04,REAL,3
vendor_03,1.305883922122464,1.4724309758223908,smooth20_top25,9,19,0.025,REAL,4
vendor_07,0.9996670069569441,1.0301030569898193,smooth1_top25,9,19,0.0,fake,5
vendor_08,0.18063771810546705,0.8294062531468566,smooth5_top50,9,19,0.0,fake,6
vendor_04,0.14936621517228504,0.7655824469523841,smooth5_top25,9,19,0.01,REAL,7
vendor_06,0.25475361973008614,0.6321284063565753,smooth20_top50,9,19,0.0,fake,8
vendor_10,0.2346214916023331,0.4129364150626161,smooth5_all,9,19,0.0,fake,9
vendor_09,-0.41720961333480294,0.36220346684391524,smooth20_top50,9,19,0.0,fake,10
vendor_11,0.05938030060316966,0.14123113224878633,smooth5_top25,9,19,0.0,fake,11
vendor_05,-0.18697682598594748,-0.18697682598594748,smooth1_all,9,19,0.0,fake,12
vendor_00,1.850932839206033,1.850932839206033,smooth1_all,9,20,0.05,REAL,1
vendor_01,1.6532197431257116,1.6532197431257116,smooth1_all,9,20,0.04,REAL,2
vendor_03,0.6782211816593575,1.3993377637434674,smooth5_all,9,20,0.025,REAL,3
vendor_02,1.2986772429961921,1.331614326781108,smooth1_top50,9,20,0.03,REAL,4
vendor_07,0.5829447065787847,0.620757003364198,smooth1_top50,9,20,0.0,fake,5
vendor_09,0.5305216579618072,0.6153048332434028,smooth1_top25,9,20,0.0,fake,6
vendor_04,0.34097702427924104,0.5588393773511423,smooth20_top25,9,20,0.01,REAL,7
vendor_10,0.3368165867887727,0.4677654101864861,smooth20_top25,9,20,0.0,fake,8
vendor_06,0.38207406368587327,0.4559285049922765,smooth5_top50,9,20,0.0,fake,9
vendor_05,0.3144764185980021,0.4279616567746044,smooth5_all,9,20,0.0,fake,10
vendor_11,0.1350973946834538,0.2187942031970155,smooth20_top25,9,20,0.0,fake,11
vendor_08,-0.8163069298625251,-0.5752519168830901,smooth20_top50,9,20,0.0,fake,12
vendor_00,1.685534638631846,1.685534638631846,smooth1_all,9,21,0.05,REAL,1
vendor_01,1.685534638631846,1.685534638631846,smooth1_all,9,21,0.04,REAL,2
vendor_03,1.5932597772700776,1.604772720554166,smooth1_top25,9,21,0.025,REAL,3
vendor_02,1.2030044764026935,1.535135374103868,smooth5_all,9,21,0.03,REAL,4
vendor_04,0.9563884938690181,0.9724276398849218,smooth1_top50,9,21,0.01,REAL,5
vendor_10,0.2829981491388034,0.5828031319642427,smooth5_top25,9,21,0.0,fake,6
vendor_05,0.47281373675001853,0.47281373675001853,smooth1_all,9,21,0.0,fake,7
vendor_11,0.037468807031253624,0.36305456183644597,smooth20_top50,9,21,0.0,fake,8
vendor_06,-0.5555999524694634,0.155697599702945,smooth20_top25,9,21,0.0,fake,9
vendor_07,-0.0015116609744274317,0.14141103626346455,smooth20_top50,9,21,0.0,fake,10
vendor_09,-0.34838966802875837,0.1253340464323108,smooth20_top25,9,21,0.0,fake,11
vendor_08,-0.7306500082201725,0.06485387996918811,smooth20_top50,9,21,0.0,fake,12
vendor_00,2.20662841396087,2.225349969827448,smooth1_top50,9,22,0.05,REAL,1
vendor_01,1.604492433985473,1.604492433985473,smooth1_all,9,22,0.04,REAL,2
vendor_02,1.3557632283230414,1.3700322787287285,smooth1_top50,9,22,0.03,REAL,3
vendor_03,0.49386863112500295,1.3172850214468954,smooth20_top25,9,22,0.025,REAL,4
vendor_10,0.31961989098006016,0.7555065861920699,smooth5_top25,9,22,0.0,fake,5
vendor_04,0.3867146585226906,0.420929955370466,smooth1_top25,9,22,0.01,REAL,6
vendor_05,-0.033677193913536935,0.39314834223683365,smooth20_top25,9,22,0.0,fake,7
vendor_09,0.1783035526909213,0.3793457487033098,smooth20_all,9,22,0.0,fake,8
vendor_06,0.08419859981986758,0.2026321867876126,smooth1_top25,9,22,0.0,fake,9
vendor_08,0.1810278343398722,0.1810278343398722,smooth1_all,9,22,0.0,fake,10
vendor_07,-0.1610113468532843,-0.02908322028452867,smooth1_top25,9,22,0.0,fake,11
vendor_11,-0.743077781633605,-0.13428116583176286,smooth5_all,9,22,0.0,fake,12
vendor_00,1.7736845245667636,1.819304488639158,smooth1_top25,9,23,0.05,REAL,1
vendor_01,1.7736845245667636,1.819304488639158,smooth1_top25,9,23,0.04,REAL,2
vendor_02,1.7734339180160246,1.7734339180160246,smooth1_all,9,23,0.03,REAL,3
vendor_03,0.9226915146717044,1.1611862363590646,smooth5_top50,9,23,0.025,REAL,4
vendor_10,0.5977685598207626,1.1034100457259943,smooth5_top25,9,23,0.0,fake,5
vendor_04,-0.08673775130499141,0.692387661143611,smooth20_top25,9,23,0.01,REAL,6
vendor_06,-0.10020195083762701,0.66192309286867,smooth5_top25,9,23,0.0,fake,7
vendor_08,0.1437574415116457,0.3914180897477702,smooth20_top25,9,23,0.0,fake,8
vendor_09,0.2168639346175869,0.39117206586930564,smooth5_all,9,23,0.0,fake,9
vendor_05,0.30532764847642074,0.3410339242220473,smooth1_top50,9,23,0.0,fake,10
vendor_07,0.2709561331876255,0.29184410735923366,smooth1_top50,9,23,0.0,fake,11
vendor_11,-0.4466558355732273,-0.09000778932051447,smooth20_top25,9,23,0.0,fake,12
vendor_00,1.5736121988956104,1.5736121988956104,smooth1_all,9,24,0.05,REAL,1
vendor_01,1.5736121988956104,1.5736121988956104,smooth1_all,9,24,0.04,REAL,2
vendor_03,1.2185553421347373,1.400810644006601,smooth5_top25,9,24,0.025,REAL,3
vendor_02,1.138712398524356,1.186854017710801,smooth1_top25,9,24,0.03,REAL,4
vendor_07,0.7653819327049668,0.7653819327049668,smooth1_all,9,24,0.0,fake,5
vendor_04,0.7006837903815614,0.7506335738925239,smooth20_top25,9,24,0.01,REAL,6
vendor_06,-0.6081891525563857,0.6288860514584801,smooth20_top50,9,24,0.0,fake,7
vendor_11,0.43951852852572526,0.512069171496156,smooth1_top50,9,24,0.0,fake,8
vendor_08,0.3832527575741166,0.5058443060482158,smooth1_top25,9,24,0.0,fake,9
vendor_05,-0.2081407885040005,0.3066501747645358,smooth5_all,9,24,0.0,fake,10
vendor_09,-0.10362984609958739,0.15464630203588986,smooth5_all,9,24,0.0,fake,11
vendor_10,-0.6864574524418334,-0.18672715653273497,smooth20_top50,9,24,0.0,fake,12
vendor_00,1.9107653473881026,1.9562456731425926,smooth1_top25,9,25,0.05,REAL,1
vendor_01,1.9107653473881026,1.9562456731425926,smooth1_top25,9,25,0.04,REAL,2
vendor_02,1.6006100136306,1.683805175761236,smooth5_top25,9,25,0.03,REAL,3
vendor_03,1.1922401765536061,1.2309785763741357,smooth1_top25,9,25,0.025,REAL,4
vendor_04,-0.2788894166221521,1.1897149952915318,smooth20_top50,9,25,0.01,REAL,5
vendor_05,0.4360408840996164,0.6839669152396024,smooth20_top25,9,25,0.0,fake,6
vendor_07,-0.38944013225840124,0.4347369070992532,smooth20_all,9,25,0.0,fake,7
