vendor,ens_sharpe,mean_sharpe,frac_pos,max_sharpe,min_sharpe,spread,n_configs,selection_cost,seed,true_ic,kind,rank
vendor_28,-0.817384081863478,-0.660841290004766,0.0,-0.4953018789936063,-0.938775717420335,0.4434738384267288,9,0.3220822028698717,2,0.0,fake,28
vendor_16,-0.9724896407813878,-0.7757048848606788,0.0,-0.5722972341540066,-0.9610044048558488,0.38870717070184224,9,0.4001924066273812,2,0.0,fake,29
vendor_14,-1.0294266710148545,-0.8174698284408392,0.0,-0.2691746163415718,-1.243800930452665,0.9746263141110931,9,0.7602520546732827,2,0.0,fake,30
vendor_00,1.6757268003371466,1.4649895735549616,1.0,1.5687703549733807,1.3057463845239954,0.2630239704493853,9,-0.10695644536376592,3,0.03,REAL,1
vendor_01,1.5830608161780009,1.2982485939850925,1.0,1.615839843820443,1.0527552771433208,0.5630845666771223,9,0.03277902764244223,3,0.025,REAL,2
vendor_02,0.9573108462473825,0.7860871498194333,1.0,0.9651441325839454,0.5074146087864064,0.45772952379753895,9,0.007833286336562884,3,0.02,REAL,3
vendor_03,0.8726787052895545,0.7055046831745564,1.0,1.1508058241380945,0.3610720049849477,0.7897338191531469,9,0.27812711884854,3,0.015,REAL,4
vendor_15,0.7750304634142118,0.6168932941869999,1.0,0.8548602849249284,0.4365999330268137,0.41826035189811467,9,0.0798298215107166,3,0.0,fake,5
vendor_28,0.5481703839144452,0.43949667550533833,1.0,0.647585217886629,0.17852032682958066,0.4690648910570484,9,0.09941483397218387,3,0.0,fake,6
vendor_06,0.5423988087782049,0.44219022186216883,1.0,0.5237230854165914,0.33869887698404794,0.18502420843254347,9,-0.018675723361613494,3,0.0,fake,7
vendor_16,0.4360030317925279,0.348886717683495,1.0,0.6610835978442964,0.1219147132512105,0.5391688845930859,9,0.22508056605176846,3,0.0,fake,8
vendor_11,0.4042508387492708,0.3271952077838029,0.6666666666666666,0.7671062516103728,-0.18244113412217364,0.9495473857325465,9,0.362855412861102,3,0.0,fake,9
vendor_17,0.39980571399091014,0.3330173065459222,1.0,0.4667637345361421,0.1455093187274843,0.3212544158086578,9,0.06695802054523198,3,0.0,fake,10
vendor_24,0.3494741992026718,0.2788189254592812,0.8888888888888888,0.4915134779513439,-0.013031063770575444,0.5045445417219193,9,0.14203927874867212,3,0.0,fake,11
vendor_18,0.23650229238725148,0.18404699339668934,0.3333333333333333,0.8611476570151595,-0.2885622537888131,1.1497099108039726,9,0.624645364627908,3,0.0,fake,12
vendor_09,0.22725359150138422,0.1708772235625124,0.6666666666666666,0.6672068009426025,-0.2935484213396834,0.9607552222822859,9,0.4399532094412183,3,0.0,fake,13
vendor_29,0.17609889526993872,0.12793476211061283,0.6666666666666666,0.715990888940129,-0.5249544605122936,1.2409453494524225,9,0.5398919936701903,3,0.0,fake,14
vendor_23,0.1558659896268242,0.12649617406371969,0.6666666666666666,0.3244021319145952,-0.13978104904892188,0.4641831809635171,9,0.16853614228777103,3,0.0,fake,15
vendor_25,0.13437298087299102,0.10398106137237341,0.6666666666666666,0.26771360206282524,-0.16047084771683592,0.4281844497796612,9,0.13334062118983422,3,0.0,fake,16
vendor_08,-0.04290008173150482,-0.03476023286791847,0.3333333333333333,0.283365349392199,-0.2562955819069049,0.5396609312991039,9,0.3262654311237038,3,0.0,fake,17
vendor_26,-0.06474230381497767,-0.04455747939112223,0.3333333333333333,0.32577875018361496,-0.28200444110144085,0.6077831912850558,9,0.3905210539985926,3,0.0,fake,18
vendor_04,-0.08339979974432997,-0.0624602100730574,0.3333333333333333,0.1597155304217127,-0.22808684354694195,0.38780237396865463,9,0.24311533016604264,3,0.01,REAL,19
vendor_19,-0.14018622687399065,-0.11426617842613235,0.3333333333333333,0.3231150369826,-0.5323972598886416,0.8555122968712416,9,0.46330126385659065,3,0.0,fake,20
vendor_12,-0.16381580620499578,-0.1290349329735615,0.2222222222222222,0.021427409848931555,-0.3654611951448671,0.3868886049937986,9,0.18524321605392732,3,0.0,fake,21
vendor_20,-0.19642022520606042,-0.15489375221371446,0.0,-0.03626309070308742,-0.367337144145641,0.3310740534425536,9,0.160157134502973,3,0.0,fake,22
vendor_21,-0.20532380705103695,-0.15598249868058883,0.3333333333333333,0.20119243672452636,-0.38696261170512686,0.5881550484296532,9,0.4065162437755633,3,0.0,fake,23
vendor_14,-0.2910344312310777,-0.2346707704566135,0.0,-0.09411882117310848,-0.3303844901832006,0.2362656690100921,9,0.1969156100579692,3,0.0,fake,24
vendor_27,-0.30244848982265526,-0.23791356336957037,0.0,-0.15528419691626827,-0.4183311820247601,0.26304698510849184,9,0.147164292906387,3,0.0,fake,25
vendor_05,-0.3401290092106681,-0.27809846685358586,0.0,-0.08720909244804424,-0.4802263239433922,0.39301723149534795,9,0.2529199167626238,3,0.0,fake,26
vendor_07,-0.3648941355116104,-0.2903596874116907,0.0,-0.06665555574581633,-0.48352822287810504,0.4168726671322887,9,0.29823857976579404,3,0.0,fake,27
vendor_22,-0.38645129269782563,-0.3112576810038461,0.0,-0.2400502623249248,-0.3582448326842104,0.11819457035928563,9,0.14640103037290084,3,0.0,fake,28
vendor_13,-0.6789348972380228,-0.5420525701510953,0.0,-0.23713813171407996,-0.9626530444071886,0.7255149126931086,9,0.44179676552394287,3,0.0,fake,29
vendor_10,-0.6947075032815874,-0.5546691101952625,0.0,-0.32819012008997966,-0.7799997277128656,0.45180960762288597,9,0.3665173831916077,3,0.0,fake,30
vendor_02,1.5671329047820888,1.2684399506417585,1.0,1.437697863586297,1.0739024644446025,0.36379539914169445,9,-0.12943504119579186,4,0.02,REAL,1
vendor_01,1.5668147827172854,1.3170295354182004,1.0,1.5419206733176936,1.1235755242275427,0.41834514909015086,9,-0.0248941093995918,4,0.025,REAL,2
vendor_04,1.5193782648209073,1.2232995642226352,1.0,1.3144116892481275,1.1086068069521497,0.2058048822959777,9,-0.20496657557277986,4,0.01,REAL,3
vendor_00,1.4662649528135208,1.2861343008512724,1.0,1.5736674400717203,1.0015586823207727,0.5721087577509476,9,0.10740248725819956,4,0.03,REAL,4
vendor_03,0.7338915944641414,0.5881433065314805,1.0,0.8201851307363833,0.3107679709136231,0.5094171598227601,9,0.0862935362722419,4,0.015,REAL,5
vendor_29,0.6292196296591179,0.5117347763632653,1.0,0.7158762850091253,0.20512075012460676,0.5107555348845185,9,0.08665665535000733,4,0.0,fake,6
vendor_23,0.6088267777004391,0.48533816166348376,1.0,0.7466760078053558,0.2941067777153401,0.4525692300900157,9,0.13784923010491668,4,0.0,fake,7
vendor_15,0.5052401899128347,0.3958542429445908,1.0,0.9762776218482103,0.005385908510069273,0.9708917133381411,9,0.4710374319353756,4,0.0,fake,8
vendor_07,0.4356361520823825,0.35626864902705974,1.0,0.6721956177551266,0.061607146659170615,0.6105884710959559,9,0.2365594656727441,4,0.0,fake,9
vendor_25,0.36504378008412836,0.29479507395550797,1.0,0.4424150339949861,0.10100615958082383,0.3414088744141623,9,0.07737125391085775,4,0.0,fake,10
vendor_06,0.32249064591380366,0.25895341962202756,1.0,0.4619256645869523,0.04641186667254136,0.4155137979144109,9,0.13943501867314861,4,0.0,fake,11
vendor_21,0.29435528038728564,0.23900366934569384,1.0,0.3393900626637854,0.12055380508124072,0.21883625758254469,9,0.04503478227649976,4,0.0,fake,12
vendor_22,0.26709808620572284,0.2074072277461467,1.0,0.5592943305744907,0.02291105483441827,0.5363832757400725,9,0.2921962443687679,4,0.0,fake,13
vendor_05,0.19188702245483163,0.15009308297098617,0.5555555555555556,0.6945773648471021,-0.24033022703006993,0.934907591877172,9,0.5026903423922704,4,0.0,fake,14
vendor_16,0.11028044552863957,0.0895734275623784,0.3333333333333333,0.5612136306936923,-0.30863810059000163,0.869851731283694,9,0.45093318516505276,4,0.0,fake,15
vendor_09,0.08086008509859283,0.06640914754300953,0.6666666666666666,0.24174375758426048,-0.25366593480350447,0.49540969238776494,9,0.16088367248566765,4,0.0,fake,16
vendor_28,0.024934231924432237,0.01848255843970462,0.3333333333333333,0.2584727626473882,-0.1338771433320309,0.3923499059794191,9,0.233538530722956,4,0.0,fake,17
vendor_13,0.007734138367809663,0.007747106707784267,0.6666666666666666,0.28699986709572595,-0.5214516856551569,0.8084515527508829,9,0.2792657287279163,4,0.0,fake,18
vendor_08,-0.01566596515902894,-0.010214097092778552,0.5555555555555556,0.14062855795998971,-0.16164229133829122,0.30227084929828096,9,0.15629452311901865,4,0.0,fake,19
vendor_18,-0.02155023000996258,-0.013799419602620051,0.5555555555555556,0.2840667154459205,-0.3716520089294567,0.6557187243753773,9,0.3056169454558831,4,0.0,fake,20
vendor_27,-0.02950088683526528,-0.019518219247269257,0.6666666666666666,0.279031127296923,-0.45475988314048266,0.7337910104374057,9,0.3085320141321883,4,0.0,fake,21
vendor_24,-0.07653035595689889,-0.057429468308666055,0.3333333333333333,0.3205106788528733,-0.31401061191944146,0.6345212907723148,9,0.3970410348097722,4,0.0,fake,22
vendor_19,-0.08880185179262529,-0.06537064583412072,0.6666666666666666,0.19949001760745988,-0.462274245100043,0.6617642627075029,9,0.28829186940008517,4,0.0,fake,23
vendor_17,-0.22871971231491295,-0.18949228286214406,0.4444444444444444,0.08666452825069242,-0.6756491451109314,0.7623136733616238,9,0.3153842405656054,4,0.0,fake,24
vendor_14,-0.23369348025673656,-0.19178690277346577,0.3333333333333333,0.10081789799817951,-0.48943578524418774,0.5902536832423673,9,0.33451137825491606,4,0.0,fake,25
vendor_20,-0.26447009424399015,-0.21825121518788426,0.1111111111111111,0.022223458244957542,-0.49316133219192926,0.5153847904368868,9,0.2866935524889477,4,0.0,fake,26
vendor_11,-0.38077828438225664,-0.30674532697597684,0.3333333333333333,0.05653829103407762,-0.58607389138004,0.6426121824141175,9,0.4373165754163343,4,0.0,fake,27
vendor_10,-0.47406024375615075,-0.39041175684709134,0.0,-0.015503503329521226,-0.6362234425827812,0.62071993925326,9,0.4585567404266295,4,0.0,fake,28
vendor_12,-0.5836540881939857,-0.4612695982505371,0.0,-0.27548770407526746,-0.7397497493420261,0.4642620452667586,9,0.3081663841187182,4,0.0,fake,29
vendor_26,-0.8159781452802313,-0.6377702066224985,0.0,-0.12137895626478507,-0.9805995940879837,0.8592206378231986,9,0.6945991890154462,4,0.0,fake,30
vendor_01,1.6873576783726878,1.3903815185040374,1.0,1.5462489080926618,1.216889332728488,0.3293595753641738,9,-0.141108770280026,5,0.025,REAL,1
vendor_00,1.5726720923842843,1.4096169785499333,1.0,1.5200110203696984,1.2892658155716497,0.23074520479804872,9,-0.05266107201458592,5,0.03,REAL,2
vendor_02,1.1211485870422542,0.9115108925062858,1.0,1.1404875702683837,0.7640157149401824,0.37647185532820127,9,0.01933898322612948,5,0.02,REAL,3
vendor_04,0.9612381877828691,0.757168130641432,1.0,1.2861803235814844,0.3476344905220594,0.938545833059425,9,0.3249421357986153,5,0.01,REAL,4
vendor_29,0.7538609472960096,0.5977175417900944,1.0,0.8401734919270146,0.3124918812893232,0.5276816106376914,9,0.08631254463100502,5,0.0,fake,5
vendor_03,0.6378600559855389,0.5171018963974325,1.0,0.5739235134264207,0.44449443878616013,0.12942907464026054,9,-0.06393654255911818,5,0.015,REAL,6
vendor_20,0.5389910456255504,0.43872805423690464,1.0,0.5729041155964709,0.2356353989632363,0.33726871663323466,9,0.03391306997092047,5,0.0,fake,7
vendor_19,0.4989052208227651,0.3975805565302928,1.0,0.6098396806526624,0.17047070630245673,0.4393689743502056,9,0.11093445982989725,5,0.0,fake,8
vendor_14,0.49240859082599986,0.39632700756745004,1.0,0.7041993513994494,0.21505703700031661,0.4891423143991328,9,0.2117907605734496,5,0.0,fake,9
vendor_12,0.4477029449375466,0.3450111969616019,0.6666666666666666,0.7412932574721827,-0.18529263392633288,0.9265858913985155,9,0.2935903125346361,5,0.0,fake,10
vendor_11,0.40455002640638754,0.32654791597385896,1.0,0.47893707654101536,0.12755579928741034,0.351381277253605,9,0.07438705013462782,5,0.0,fake,11
vendor_18,0.382651455991356,0.3282483130460039,0.6666666666666666,0.7489301119418883,-0.2604555865393943,1.0093856984812826,9,0.3662786559505323,5,0.0,fake,12
vendor_22,0.36600143546763725,0.2939424443157408,1.0,0.4300761941115167,0.11848274073774819,0.31159345337376854,9,0.06407475864387946,5,0.0,fake,13
vendor_17,0.3252409450973282,0.25842030537846855,1.0,0.4586735678414107,0.05323847725307568,0.40543509058833505,9,0.13343262274408252,5,0.0,fake,14
vendor_21,0.19195181368208186,0.1436198568614133,0.6666666666666666,0.40901101229196457,-0.21426586140389514,0.6232768736958597,9,0.2170591986098827,5,0.0,fake,15
vendor_25,0.08953603519280272,0.0774796480772277,0.6666666666666666,0.2767750912793296,-0.27762344703760133,0.554398538316931,9,0.18723905608652686,5,0.0,fake,16
vendor_09,0.042108925754488824,0.03191914711579314,0.5555555555555556,0.12306959859359062,-0.05124094519223806,0.1743105437858287,9,0.0809606728391018,5,0.0,fake,17
vendor_13,0.013067983880693064,0.0061090850694347325,0.6666666666666666,0.25076724600497974,-0.3038584174386058,0.5546256634435855,9,0.2376992621242867,5,0.0,fake,18
vendor_27,-0.0006945992814048921,-0.009059889898675535,0.3333333333333333,0.2819662763043102,-0.179131745989431,0.4610980222937412,9,0.2826608755857151,5,0.0,fake,19
vendor_07,-0.00841689843976051,-0.009860315374859343,0.3333333333333333,0.3367780042578476,-0.3100158911731918,0.6467938954310394,9,0.3451949026976081,5,0.0,fake,20
vendor_05,-0.012195124153738017,-0.016023497435780198,0.6666666666666666,0.2934368983549897,-0.5716683400568585,0.8651052384118483,9,0.30563202250872773,5,0.0,fake,21
